sta,net,lat,lon,ele,loc,chan,start,end,a,b,c,d
NSS01,TW,23.7944,120.9433,452.8,NSS01,BHE,2009-02-25T00:00:00Z,2009-06-11T06:07:11Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS01,TW,23.7944,120.9433,452.8,NSS01,BHN,2009-02-25T00:00:00Z,2009-06-11T06:05:53Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS01,TW,23.7944,120.9433,452.8,NSS01,BHZ,2009-02-25T00:00:00Z,2009-06-11T06:08:08Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS01,TW,23.7944,120.9433,452.8,NSS01,HHE,2009-02-25T00:00:00Z,2009-06-11T06:08:22Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS01,TW,23.7944,120.9433,452.8,NSS01,HHN,2009-02-25T00:00:00Z,2009-06-11T06:08:21Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS01,TW,23.7944,120.9433,452.8,NSS01,HHZ,2009-02-25T00:00:00Z,2009-06-11T06:08:43Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS02,TW,23.7689,120.8892,969.3,NSS02,BHE,2009-02-25T00:00:00Z,2009-06-11T05:12:13Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS02,TW,23.7689,120.8892,969.3,NSS02,BHN,2009-02-25T00:00:00Z,2009-06-11T05:14:08Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS02,TW,23.7689,120.8892,969.3,NSS02,BHZ,2009-02-25T00:00:00Z,2009-06-11T05:13:12Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS02,TW,23.7689,120.8892,969.3,NSS02,HHE,2009-02-25T00:00:00Z,2009-06-11T05:14:15Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS02,TW,23.7689,120.8892,969.3,NSS02,HHN,2009-02-25T00:00:00Z,2009-06-11T05:14:27Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS02,TW,23.7689,120.8892,969.3,NSS02,HHZ,2009-02-25T00:00:00Z,2009-06-11T05:14:21Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS03,TW,23.7116,120.8715,663.5,NSS03,BHE,2009-02-25T00:00:00Z,2009-06-11T02:44:25Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS03,TW,23.7116,120.8715,663.5,NSS03,BHN,2009-02-25T00:00:00Z,2009-06-11T02:44:49Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS03,TW,23.7116,120.8715,663.5,NSS03,BHZ,2009-02-25T00:00:00Z,2009-06-11T02:45:33Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS03,TW,23.7116,120.8715,663.5,NSS03,HHE,2009-02-25T00:00:00Z,2009-06-11T02:46:14Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS03,TW,23.7116,120.8715,663.5,NSS03,HHN,2009-02-25T00:00:00Z,2009-06-11T02:45:55Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS03,TW,23.7116,120.8715,663.5,NSS03,HHZ,2009-02-25T00:00:00Z,2009-06-11T02:46:14Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS04,TW,23.6351,120.8855,684.5,NSS04,HHE,2009-02-25T00:00:00Z,2009-06-11T03:06:29Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS04,TW,23.6351,120.8855,684.5,NSS04,HHN,2009-02-25T00:00:00Z,2009-06-11T03:06:31Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS04,TW,23.6351,120.8855,684.5,NSS04,HHZ,2009-02-25T00:00:00Z,2009-06-11T03:06:29Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS05,TW,23.5743,120.877,853.6,NSS05,HHE,2009-02-13T00:00:00Z,2009-06-11T03:06:27Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS05,TW,23.5743,120.877,853.6,NSS05,HHN,2009-02-13T00:00:00Z,2009-06-11T03:06:27Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS05,TW,23.5743,120.877,853.6,NSS05,HHZ,2009-02-13T00:00:00Z,2009-06-11T03:06:28Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS06,TW,23.5282,120.8573,1234,NSS06,BHE,2009-03-02T00:00:00Z,2009-06-11T00:52:48Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS06,TW,23.5282,120.8573,1234,NSS06,BHN,2009-03-02T00:00:00Z,2009-06-11T00:52:37Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS06,TW,23.5282,120.8573,1234,NSS06,BHZ,2009-03-02T00:00:00Z,2009-06-11T00:53:43Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS06,TW,23.5282,120.8573,1234,NSS06,HHE,2009-03-02T00:00:00Z,2009-06-11T00:53:47Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS06,TW,23.5282,120.8573,1234,NSS06,HHN,2009-03-02T00:00:00Z,2009-06-11T00:54:13Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS06,TW,23.5282,120.8573,1234,NSS06,HHZ,2009-03-02T00:00:00Z,2009-06-11T00:53:51Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS07,TW,23.4842,120.8296,2296.7,NSS07,HHE,2009-03-02T00:00:00Z,2009-06-18T00:02:14Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS07,TW,23.4842,120.8296,2296.7,NSS07,HHN,2009-03-02T00:00:00Z,2009-06-18T00:02:13Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS07,TW,23.4842,120.8296,2296.7,NSS07,HHZ,2009-03-02T00:00:00Z,2009-06-18T00:02:13Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS08,TW,23.453,120.7494,1019,NSS08,BHE,2009-02-28T00:00:00Z,2009-06-17T03:00:53Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS08,TW,23.453,120.7494,1019,NSS08,BHN,2009-02-28T00:00:00Z,2009-06-17T03:00:53Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS08,TW,23.453,120.7494,1019,NSS08,BHZ,2009-02-28T00:00:00Z,2009-06-17T03:00:53Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS08,TW,23.453,120.7494,1019,NSS08,HHE,2009-02-28T00:00:00Z,2009-06-17T03:00:53Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS08,TW,23.453,120.7494,1019,NSS08,HHN,2009-02-28T00:00:00Z,2009-06-17T03:00:53Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS08,TW,23.453,120.7494,1019,NSS08,HHZ,2009-02-28T00:00:00Z,2009-06-17T03:00:53Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS09,TW,23.4058,120.7201,1134.6,NSS09,BHE,2009-02-28T00:00:00Z,2009-06-18T04:35:11Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS09,TW,23.4058,120.7201,1134.6,NSS09,BHN,2009-02-28T00:00:00Z,2009-06-18T04:34:22Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS09,TW,23.4058,120.7201,1134.6,NSS09,BHZ,2009-02-28T00:00:00Z,2009-06-18T04:34:50Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS09,TW,23.4058,120.7201,1134.6,NSS09,HHE,2009-02-28T00:00:00Z,2009-06-18T04:36:00Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS09,TW,23.4058,120.7201,1134.6,NSS09,HHN,2009-02-28T00:00:00Z,2009-06-18T04:36:01Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS09,TW,23.4058,120.7201,1134.6,NSS09,HHZ,2009-02-28T00:00:00Z,2009-06-18T04:35:52Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS11,TW,23.2978,120.6836,833.1,NSS11,BHE,2009-02-19T00:00:00Z,2009-06-16T06:43:20Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS11,TW,23.2978,120.6836,833.1,NSS11,BHN,2009-02-19T00:00:00Z,2009-06-16T06:45:48Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS11,TW,23.2978,120.6836,833.1,NSS11,BHZ,2009-02-19T00:00:00Z,2009-06-16T06:45:24Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS11,TW,23.2978,120.6836,833.1,NSS11,HHE,2009-02-19T00:00:00Z,2009-06-16T06:45:38Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS11,TW,23.2978,120.6836,833.1,NSS11,HHN,2009-02-19T00:00:00Z,2009-06-16T06:46:02Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS11,TW,23.2978,120.6836,833.1,NSS11,HHZ,2009-02-19T00:00:00Z,2009-06-16T06:45:37Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS12,TW,23.2407,120.6977,618,NSS12,BHE,2009-02-19T00:00:00Z,2009-06-16T04:55:54Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS12,TW,23.2407,120.6977,618,NSS12,BHN,2009-02-19T00:00:00Z,2009-06-16T04:55:36Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS12,TW,23.2407,120.6977,618,NSS12,BHZ,2009-02-19T00:00:00Z,2009-06-16T04:54:59Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS12,TW,23.2407,120.6977,618,NSS12,HHE,2009-02-19T00:00:00Z,2009-06-16T04:56:24Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS12,TW,23.2407,120.6977,618,NSS12,HHN,2009-02-19T00:00:00Z,2009-06-16T04:56:00Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS12,TW,23.2407,120.6977,618,NSS12,HHZ,2009-02-19T00:00:00Z,2009-06-16T04:56:18Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS13,TW,23.2011,120.6624,494.5,NSS13,BHE,2009-02-19T00:00:00Z,2009-06-16T04:57:10Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS13,TW,23.2011,120.6624,494.5,NSS13,BHN,2009-02-19T00:00:00Z,2009-06-16T04:57:43Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS13,TW,23.2011,120.6624,494.5,NSS13,BHZ,2009-02-19T00:00:00Z,2009-06-16T04:57:44Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS13,TW,23.2011,120.6624,494.5,NSS13,HHE,2009-02-19T00:00:00Z,2009-06-16T04:58:01Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS13,TW,23.2011,120.6624,494.5,NSS13,HHN,2009-02-19T00:00:00Z,2009-06-16T04:58:00Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS13,TW,23.2011,120.6624,494.5,NSS13,HHZ,2009-02-19T00:00:00Z,2009-06-16T04:58:16Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS14,TW,23.1471,120.6317,468,NSS14,BHE,2009-02-19T00:00:00Z,2009-06-12T01:19:43Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS14,TW,23.1471,120.6317,468,NSS14,BHN,2009-02-19T00:00:00Z,2009-06-12T01:21:12Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS14,TW,23.1471,120.6317,468,NSS14,BHZ,2009-02-19T00:00:00Z,2009-06-12T01:20:56Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS14,TW,23.1471,120.6317,468,NSS14,HHE,2009-02-19T00:00:00Z,2009-06-12T01:23:12Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS14,TW,23.1471,120.6317,468,NSS14,HHN,2009-02-19T00:00:00Z,2009-06-12T01:23:33Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS14,TW,23.1471,120.6317,468,NSS14,HHZ,2009-02-19T00:00:00Z,2009-06-12T01:23:25Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS15,TW,23.105,120.6015,338.8,NSS15,BHE,2009-02-19T00:00:00Z,2009-06-12T00:39:04Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS15,TW,23.105,120.6015,338.8,NSS15,BHN,2009-02-19T00:00:00Z,2009-06-12T00:40:01Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS15,TW,23.105,120.6015,338.8,NSS15,BHZ,2009-02-19T00:00:00Z,2009-06-12T00:38:27Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS15,TW,23.105,120.6015,338.8,NSS15,HHE,2009-02-19T00:00:00Z,2009-06-12T00:40:47Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS15,TW,23.105,120.6015,338.8,NSS15,HHN,2009-02-19T00:00:00Z,2009-06-12T00:41:04Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS15,TW,23.105,120.6015,338.8,NSS15,HHZ,2009-02-19T00:00:00Z,2009-06-12T00:40:52Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS16,TW,23.0606,120.5666,248.9,NSS16,HHE,2009-02-18T00:00:00Z,2009-06-11T08:15:02Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS16,TW,23.0606,120.5666,248.9,NSS16,HHN,2009-02-18T00:00:00Z,2009-06-11T08:15:06Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS16,TW,23.0606,120.5666,248.9,NSS16,HHZ,2009-02-18T00:00:00Z,2009-06-11T08:15:06Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS17,TW,23.0004,120.5523,142.2,NSS17,BHE,2009-02-19T00:00:00Z,2009-06-12T02:42:24Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS17,TW,23.0004,120.5523,142.2,NSS17,BHN,2009-02-19T00:00:00Z,2009-06-12T02:42:24Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS17,TW,23.0004,120.5523,142.2,NSS17,BHZ,2009-02-19T00:00:00Z,2009-06-12T02:42:24Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS17,TW,23.0004,120.5523,142.2,NSS17,HHE,2009-02-19T00:00:00Z,2009-06-12T02:44:30Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS17,TW,23.0004,120.5523,142.2,NSS17,HHN,2009-02-19T00:00:00Z,2009-06-12T02:44:30Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS17,TW,23.0004,120.5523,142.2,NSS17,HHZ,2009-02-19T00:00:00Z,2009-06-12T02:44:29Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS18,TW,22.958,120.5178,141,NSS18,BHE,2009-02-19T00:00:00Z,2009-06-12T01:23:23Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS18,TW,22.958,120.5178,141,NSS18,BHN,2009-02-19T00:00:00Z,2009-06-12T01:23:26Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS18,TW,22.958,120.5178,141,NSS18,BHZ,2009-02-19T00:00:00Z,2009-06-12T01:25:07Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS18,TW,22.958,120.5178,141,NSS18,HHE,2009-02-19T00:00:00Z,2009-06-12T01:25:15Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS18,TW,22.958,120.5178,141,NSS18,HHN,2009-02-19T00:00:00Z,2009-06-12T01:25:07Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS18,TW,22.958,120.5178,141,NSS18,HHZ,2009-02-19T00:00:00Z,2009-06-12T01:25:12Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS19,TW,22.9072,120.5006,63.2,NSS19,HHE,2009-02-18T00:00:00Z,2009-06-11T08:15:05Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS19,TW,22.9072,120.5006,63.2,NSS19,HHN,2009-02-18T00:00:00Z,2009-06-11T08:15:05Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS19,TW,22.9072,120.5006,63.2,NSS19,HHZ,2009-02-18T00:00:00Z,2009-06-11T08:15:04Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS20,TW,22.8516,120.4785,42,NSS20,HHE,2009-02-18T00:00:00Z,2009-06-18T23:21:48Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS20,TW,22.8516,120.4785,42,NSS20,HHN,2009-02-18T00:00:00Z,2009-06-18T23:21:47Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS20,TW,22.8516,120.4785,42,NSS20,HHZ,2009-02-18T00:00:00Z,2009-06-18T23:21:47Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS21,TW,22.8106,120.4464,198.9,NSS21,HHE,2009-04-09T00:00:00Z,2009-06-10T05:28:35Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS21,TW,22.8106,120.4464,198.9,NSS21,HHN,2009-04-09T00:00:00Z,2009-06-10T05:28:34Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS21,TW,22.8106,120.4464,198.9,NSS21,HHZ,2009-04-09T00:00:00Z,2009-06-10T05:28:34Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS22,TW,22.7682,120.4091,77.4,NSS22,HHE,2009-02-18T00:00:00Z,2009-06-10T05:28:33Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS22,TW,22.7682,120.4091,77.4,NSS22,HHN,2009-02-18T00:00:00Z,2009-06-10T05:28:38Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS22,TW,22.7682,120.4091,77.4,NSS22,HHZ,2009-02-18T00:00:00Z,2009-06-10T05:28:33Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS23,TW,22.7193,120.3868,60.8,NSS23,HHE,2009-01-12T00:00:00Z,2009-06-10T05:28:32Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS23,TW,22.7193,120.3868,60.8,NSS23,HHN,2009-01-12T00:00:00Z,2009-06-10T05:28:33Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS23,TW,22.7193,120.3868,60.8,NSS23,HHZ,2009-01-12T00:00:00Z,2009-06-10T05:28:32Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS24,TW,22.6726,120.3503,41.3,NSS24,BHE,2009-02-27T00:00:00Z,2009-04-09T03:50:57Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS24,TW,22.6726,120.3503,41.3,NSS24,BHN,2009-02-27T00:00:00Z,2009-04-09T03:50:38Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS24,TW,22.6726,120.3503,41.3,NSS24,BHZ,2009-02-27T00:00:00Z,2009-04-09T03:50:21Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS24,TW,22.6726,120.3503,41.3,NSS24,HHE,2009-02-27T00:00:00Z,2009-04-09T03:51:33Z,0,90,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS24,TW,22.6726,120.3503,41.3,NSS24,HHN,2009-02-27T00:00:00Z,2009-04-09T03:51:52Z,0,0,0,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS24,TW,22.6726,120.3503,41.3,NSS24,HHZ,2009-02-27T00:00:00Z,2009-04-09T03:51:45Z,0,0,-90,Nanometrics Trillium 40 Sec Response/Quanterra 330
NSS25,TW,22.6265,120.3226,9.6,NSS25,HHE,2009-02-18T00:00:00Z,2009-06-11T00:04:11Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS25,TW,22.6265,120.3226,9.6,NSS25,HHN,2009-02-18T00:00:00Z,2009-06-11T00:04:11Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS25,TW,22.6265,120.3226,9.6,NSS25,HHZ,2009-02-18T00:00:00Z,2009-06-11T00:04:11Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS26,TW,22.5877,120.2878,6.2,NSS26,HHE,2009-02-18T00:00:00Z,2009-06-10T02:01:22Z,0,90,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS26,TW,22.5877,120.2878,6.2,NSS26,HHN,2009-02-18T00:00:00Z,2009-06-10T02:01:21Z,0,0,0,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
NSS26,TW,22.5877,120.2878,6.2,NSS26,HHZ,2009-02-18T00:00:00Z,2009-06-10T02:01:22Z,0,0,-90,Guralp CMG6TD Sensor for CCU/Guralp CMG6TD Datalog
